label,name
食物,生芦根粥
食物,鲜芦根粥
食物,薏仁党参粥
食物,党参粥
食物,黄芪粥
食物,鸡蛋木耳粥
食物,海蟹
食物,海虾
食物,海螺
食物,猪肉(肥瘦)
食物,鸡蛋
食物,海蚌
食物,赤贝
食物,圆白菜
药物,消咳喘糖浆
药物,盐酸班布特罗片
药物,氨溴特罗口服溶液
药物,盐酸丙卡特罗片
药物,十五味龙胆花丸
药物,茶碱缓释片
药物,复方蛤青胶囊
药物,盐酸米诺环素胶囊
药物,肺宁丸
药物,咳特灵胶囊
药物,肺宁片
药物,蛇胆川贝液
药物,胸腺肽肠溶片
药物,小儿肺热咳喘颗粒
药物,白葡奈氏菌片
药物,小青龙颗粒
药物,金荞麦片
药物,复方甲氧那明胶囊
药物,硫酸沙丁胺醇片
药物,胸腺肽肠溶片
药物,小儿肺热咳喘颗粒
症状,哮鸣音
症状,高热
症状,喘息
科室,呼吸内科
科室,内科
治疗方式,药物治疗
治疗方式,支持性治疗
食物,百合糖粥
食物,百合粥
食物,百合花生汤
食物,首乌百合粥
食物,薏米莲子粥
食物,牛奶玉米汤
食物,萝卜豆腐汤
食物,瓜粒杂锦汤
食物,啤酒
食物,白酒
食物,洋葱
食物,辣椒(红、尖、干)
食物,莲子
食物,生菜
食物,山药
食物,空心菜
药物,盐酸溴己新葡萄糖注射液
药物,注射用盐酸氨溴索
药物,盐酸氨溴索葡萄糖注射液
药物,人血白蛋白
药物,注射用还原型谷胱甘肽
药物,注射用过氧化碳酰胺
药物,注射用还原型谷胱甘肽
药物,人血白蛋白
症状,气胸
症状,焦虑
症状,心力衰竭
症状,哮鸣音
症状,紫绀
科室,呼吸内科
科室,内科
检查,血气分析
检查,氧分压
检查,肺毛细血管楔压
检查,动脉血气分析
治疗方式,对症治疗
治疗方式,药物治疗
治疗方式,支持性治疗
症状,气急
科室,小儿内科
科室,儿科
治疗方式,药物治疗
药物,注射用盐酸头孢替安
药物,头孢氨苄甲氧苄啶片
药物,注射用磺苄西林钠
药物,头孢泊肟酯胶囊
药物,托西酸舒他西林胶囊
药物,头孢泊肟酯胶囊
药物,注射用盐酸头孢替安
症状,咳嗽
症状,低热
症状,乏力
症状,胸闷
症状,头痛
症状,纳差
科室,呼吸内科
科室,内科
治疗方式,青霉素等抗生素药物治疗
治疗方式,对症支持性治疗
治疗方式,并发症治疗
食物,奶汤锅子鱼
食物,酱豆腐汁烧猪肉
食物,百合汤
食物,山楂百合汤
食物,番茄鸡蛋煎饼
食物,凉拌番茄
食物,番茄猪肝瘦肉汤
食物,番茄牛肉
食物,洋葱
食物,辣椒(青、尖)
食物,辣椒(红、尖、干)
食物,韭菜
食物,栗子（熟）
食物,鲫鱼
食物,猪肉(瘦)
食物,油菜
药物,头孢克洛颗粒
药物,头孢克肟颗粒
药物,氨溴特罗口服溶液
药物,加替沙星分散片
药物,阿奇霉素颗粒
药物,罗红霉素分散片
药物,通宣理肺丸
药物,头孢丙烯分散片
药物,养阴清肺丸
药物,阿奇霉素片
药物,肺力咳合剂
药物,阿奇霉素干混悬剂
药物,蛇胆川贝液
药物,罗红霉素软胶囊
药物,阿莫西林胶囊
药物,盐酸克林霉素棕榈酸酯分散片
药物,克拉霉素分散片
药物,雪梨膏
药物,依托红霉素混悬液
药物,阿莫西林颗粒
药物,头孢丙烯分散片
药物,头孢克肟颗粒
症状,咳嗽
症状,恶心
症状,腹胀
症状,腹泻
症状,寒战
症状,谵妄
症状,休克
症状,胸痛
症状,紫绀
症状,高热
科室,呼吸内科
科室,内科
检查,血培养
检查,免疫电泳
检查,血气分析
治疗方式,支持性治疗
治疗方式,康复治疗
食物,生姜乌梅饮
食物,乌梅粥
食物,山楂乌梅饮
食物,山楂红糖粥
食物,山楂桑椹粥
食物,洋葱
食物,辣椒(青、尖)
食物,辣椒(红、尖、干)
食物,韭菜
食物,圆白菜
食物,小白菜
食物,生菜
食物,空心菜
药物,云南花粉片
药物,注射用盐酸溴己新
药物,注射用盐酸溴己新
药物,云南花粉片
症状,咳嗽
症状,恶心
症状,气喘
症状,打喷嚏
症状,头痛
科室,其他综合
科室,其他科室
治疗方式,药物治疗
治疗方式,支持性治疗
食物,小麦粥
食物,荞麦粥
食物,杂粮粥
食物,蔬菜杂烩粥
食物,花生杏仁粥
食物,豆薯小米粥
食物,羊腩萝卜丝粥
食物,绿豆南瓜汤
食物,啤酒
食物,白酒
食物,洋葱
食物,辣椒(红、尖、干)
食物,生菜
食物,南瓜
食物,苦瓜
食物,空心菜
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,二十五味绿绒蒿丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,季德胜蛇药片
药物,注射用硫代硫酸钠
药物,秘诀清凉散
药物,地塞米松磷酸钠注射液
药物,盐酸利多卡因注射液
药物,注射用鼠神经生长因子
药物,仁青芒觉
药物,季德胜蛇药片
症状,硬化
症状,昏迷
症状,水肿
症状,谵妄
症状,震颤
症状,麻痹
症状,躁狂
科室,急诊科
检查,脑电图检查
检查,肌电图
检查,血常规
检查,尿常规
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,手术治疗
药物,奥硝唑片
药物,替硝唑片
药物,甲硝唑片
药物,甲硝唑维B6片
药物,甲硝唑片
药物,替硝唑片
症状,贫血
症状,脓肿
症状,咳嗽
症状,消瘦
症状,盗汗
症状,腹泻
症状,乏力
症状,休克
症状,胸痛
科室,呼吸内科
科室,内科
检查,酶联免疫吸附试验
检查,免疫电泳
治疗方式,药物治疗
治疗方式,康复治疗
治疗方式,支持治疗
食物,肉末冬瓜
食物,肉松
食物,五丝白菜卷
食物,拌肚丝白菜
食物,冬菇烧白菜
食物,水萝卜丝拌白菜
食物,珊瑚白菜墩
食物,素炒小白菜
食物,竹笋
食物,辣椒(青、尖)
食物,辣椒(红、尖、干)
食物,韭菜
食物,茄子
食物,空心菜
食物,茭白
食物,番茄
药物,注射用甲泼尼龙琥珀酸钠
药物,雷公藤多苷片
药物,甲泼尼龙片
药物,甲泼尼龙片
药物,雷公藤多苷片
症状,贫血
症状,疲乏
症状,咳嗽
症状,无力
症状,窒息
症状,血尿
症状,气喘
症状,水肿
症状,血管炎
症状,蛋白尿
症状,高血压
症状,胸痛
症状,三联征
科室,呼吸内科
科室,内科
检查,尿蛋白
检查,痰液显微镜检查
检查,血液检查
检查,抗肾小球基底膜抗体
检查,纤维蛋白原
治疗方式,大剂量青霉素治疗、手术治疗
食物,番茄西米粥
食物,番茄牛肉片
食物,番茄羊肉汤
食物,番茄羊肉蛋花汤
食物,番茄皮蛋汤
食物,百合炒芦笋
食物,百合炖猪蹄
食物,鲜百合烧肉
食物,啤酒
食物,白酒
食物,狗肉
食物,洋葱
食物,油菜
食物,生菜
食物,南瓜
食物,空心菜
药物,阿莫西林克拉维酸钾片
药物,盐酸克林霉素棕榈酸酯分散片
药物,4:1分散片
药物,甲硝唑维B6片
药物,金荞麦片
药物,回生甘露丸
药物,桉柠蒎肠溶软胶囊
药物,清肺十八味丸
药物,盐酸克林霉素胶囊
药物,8:1
药物,4:1
药物,盐酸克林霉素棕榈酸酯分散片
药物,金荞麦片
症状,贫血
症状,脓肿
症状,咳嗽
症状,盗汗
症状,低热
症状,胸痛
症状,高热
科室,呼吸内科
科室,内科
治疗方式,药物治疗
治疗方式,支持性治疗，对症治疗
症状,乏力
症状,咳嗽
症状,低热
症状,发绀
科室,呼吸内科
科室,内科
检查,血常规
检查,血红蛋白
检查,血清乳酸脱氢酶
检查,支气管镜检查
检查,动脉血气分析
检查,氧分压
检查,胸部CT检查
检查,肺功能检查
检查,肺活检
检查,肺活检
检查,肺活检
检查,淋巴细胞
治疗方式,抗曲霉菌药物治疗
治疗方式,对症支持治疗
治疗方式,部分慢性感染如曲霉球需要手术切除治疗
食物,银耳粥
食物,鸭梨粥
食物,雪梨饮
食物,川贝酿梨
食物,北杏炖雪梨
食物,红枣银耳粥
食物,冰糖银耳羹
食物,椰子银耳煲鸽汤
食物,啤酒
食物,白酒
食物,洋葱
食物,韭菜
食物,鸡蛋
食物,鲤鱼
食物,鲫鱼
食物,油麦菜
药物,头孢克洛颗粒
药物,头孢克肟颗粒
药物,氨溴特罗口服溶液
药物,加替沙星分散片
药物,阿奇霉素颗粒
药物,罗红霉素分散片
药物,通宣理肺丸
药物,头孢丙烯分散片
药物,养阴清肺丸
药物,阿奇霉素片
药物,肺力咳合剂
药物,阿奇霉素干混悬剂
药物,蛇胆川贝液
药物,罗红霉素软胶囊
药物,阿莫西林胶囊
药物,盐酸克林霉素棕榈酸酯分散片
药物,克拉霉素分散片
药物,雪梨膏
药物,依托红霉素混悬液
药物,阿莫西林颗粒
药物,头孢丙烯分散片
药物,头孢克肟颗粒
症状,咳嗽
症状,肉芽肿
症状,咳痰
症状,低热
症状,血管炎
症状,囊肿
症状,乏力
症状,脓痰
症状,畏寒
科室,呼吸内科
科室,内科
检查,体位
检查,涂片
检查,痰培养
检查,嗜酸性粒细胞
检查,皮肤试验
治疗方式,药物对症治疗为主，早期可能需要激素治疗
食物,杂粮粥
食物,蔬菜杂烩粥
食物,小麦粥
食物,虾皮香芹燕麦粥
食物,荞麦粥
食物,花生杏仁粥
食物,豆薯小米粥
食物,萝卜豆腐汤
食物,白酒
食物,洋葱
食物,辣椒(红、尖、干)
食物,大蒜
食物,莲子
食物,豆浆
食物,生菜
食物,南瓜
药物,头孢克洛颗粒
药物,头孢克肟颗粒
药物,氨溴特罗口服溶液
药物,加替沙星分散片
药物,阿奇霉素颗粒
药物,罗红霉素分散片
药物,通宣理肺丸
药物,头孢丙烯分散片
药物,养阴清肺丸
药物,阿奇霉素片
药物,肺力咳合剂
药物,阿奇霉素干混悬剂
药物,蛇胆川贝液
药物,罗红霉素软胶囊
药物,阿莫西林胶囊
药物,盐酸克林霉素棕榈酸酯分散片
药物,克拉霉素分散片
药物,雪梨膏
药物,依托红霉素混悬液
药物,阿莫西林颗粒
药物,头孢丙烯分散片
药物,头孢克肟颗粒
症状,咳嗽
症状,肝大
症状,气急
症状,心悸
症状,水肿
症状,低热
症状,发绀
症状,胸痛
症状,干咳
症状,高热
科室,呼吸内科
科室,内科
检查,氧分压
检查,肺功能检查
治疗方式,抗真菌治疗，对症治疗，
治疗方式,支持性治疗
食物,小麦粥
食物,荞麦粥
食物,杂粮粥
食物,蔬菜杂烩粥
食物,豆薯小米粥
食物,花生杏仁粥
食物,冬瓜草鱼汤
食物,三鲜冬瓜汤
食物,啤酒
食物,白酒
食物,空心菜
食物,奶油
食物,鸡蛋清
食物,鸡
食物,杏仁
食物,核桃
药物,环吡酮胺阴道栓
药物,联苯苄唑乳膏
药物,伊曲康唑胶囊
药物,双唑泰软膏
药物,硝呋太尔制霉素阴道软胶囊
药物,盐酸特比萘芬凝胶
药物,盐酸特比萘芬片
药物,双唑泰栓
药物,环吡酮胺乳膏
药物,硝酸舍他康唑乳膏
药物,克霉唑乳膏
药物,制霉素片
药物,转移因子口服溶液
药物,盐酸伊曲康唑胶囊
药物,硝酸咪康唑乳膏
药物,转移因子胶囊
药物,克霉唑阴道片
药物,克霉唑阴道片
药物,盐酸特比萘芬凝胶
症状,休克
症状,咳嗽
症状,畏寒
症状,菌血症
科室,呼吸内科
科室,内科
检查,涂片
检查,痰培养
检查,血培养
检查,肺活检
治疗方式,康复治疗
治疗方式,手术治疗
症状,气胸
症状,咳嗽
症状,咳痰
症状,发绀
症状,寒战
症状,胸闷
症状,胸痛
症状,紫绀
症状,心绞痛
科室,呼吸内科
科室,内科
治疗方式,药物治疗
治疗方式,支持性治疗
食物,小黄瓜凉拌面
食物,黄瓜三丝汤
食物,水萝卜拌黄瓜
食物,黄瓜拌豆腐丝
食物,黄瓜拌香菜
食物,小黄瓜西瓜汁
食物,五丝白菜卷
食物,玉竹白菜
食物,啤酒
食物,白酒
食物,辣椒(红、尖、干)
食物,咖啡
食物,鸡蛋
食物,鲈鱼
食物,鲢鱼
食物,鲤鱼
药物,阿奇霉素片
药物,阿奇霉素分散片
药物,头孢羟氨苄片
药物,头孢地尼分散片
药物,头孢克肟干混悬剂
药物,头孢克肟颗粒
药物,头孢克肟分散片
药物,麦迪霉素片
药物,阿奇霉素颗粒
药物,头孢氨苄甲氧苄啶胶囊
药物,头孢克肟颗粒
药物,阿奇霉素片
症状,肠胀气
症状,急腹症
症状,疲劳
症状,恶心
症状,咳嗽
症状,气急
症状,昏迷
症状,腹泻
症状,寒战
症状,休克
症状,谵妄
症状,腹痛
症状,嗜睡
症状,疱疹
症状,紫绀
症状,高热
科室,呼吸内科
科室,内科
检查,血常规
检查,降钙素原
检查,涂片
检查,痰培养
检查,痰培养
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,手术治疗
食物,糖醋草鱼
食物,炖白鲢鱼
食物,红烧鲢鱼
食物,泡莲藕
食物,凉拌莲藕
食物,山楂糕
食物,百合汁
食物,百合粥
食物,海虾
食物,带鱼
食物,羊肉(瘦)
食物,圆白菜
食物,鹿肉
食物,鸡肝
食物,杏仁
食物,松子仁
药物,氨茶碱片
药物,噻托溴铵粉雾剂
药物,盐酸班布特罗片
药物,肺气肿片
药物,白及颗粒
药物,二十五味肺病丸
药物,氨溴特罗口服溶液
药物,茶碱缓释片
药物,硫酸特布他林片
药物,复方蛤青胶囊
药物,乙酰半胱氨酸泡腾片
药物,固本咳喘胶囊
药物,祛痰止咳胶囊
药物,清肺化痰丸
药物,固肾定喘丸
药物,回生甘露丸
药物,胆龙止喘片
药物,盐酸妥洛特罗片
药物,化痰平喘片
药物,Ⅱ
药物,噻托溴铵粉雾剂
药物,盐酸班布特罗片
症状,气胸
症状,咳嗽
症状,气急
症状,咳痰
症状,水肿
症状,发绀
症状,呼吸衰竭
症状,胸闷
症状,头痛
症状,嗜睡
症状,桶状胸
科室,呼吸内科
科室,内科
检查,心电图
检查,动脉血氧分压(PaO2)
治疗方式,支气管肺泡灌洗
症状,咳嗽
症状,呼吸衰竭
症状,乏力
症状,捻发音
症状,紫绀
科室,呼吸内科
科室,内科
治疗方式,药物治疗
治疗方式,支持性治疗
食物,番茄鸡蛋煎饼
食物,番茄芹菜汁
食物,番茄汁
食物,锅塌番茄
食物,意式番茄牛肉凉面
食物,番茄牛肉
食物,番茄三素
食物,番茄苹果芝麻蜜
食物,鱼腥草
食物,洋葱
食物,香菜
食物,辣椒(青、尖)
食物,鹿肉
食物,鸡蛋
食物,鸡肝
食物,杏仁
药物,头孢克洛颗粒
药物,头孢克肟颗粒
药物,氨溴特罗口服溶液
药物,加替沙星分散片
药物,阿奇霉素颗粒
药物,罗红霉素分散片
药物,通宣理肺丸
药物,头孢丙烯分散片
药物,养阴清肺丸
药物,阿奇霉素片
药物,肺力咳合剂
药物,阿奇霉素干混悬剂
药物,蛇胆川贝液
药物,罗红霉素软胶囊
药物,阿莫西林胶囊
药物,盐酸克林霉素棕榈酸酯分散片
药物,克拉霉素分散片
药物,雪梨膏
药物,依托红霉素混悬液
药物,阿莫西林颗粒
药物,头孢丙烯分散片
药物,头孢克肟颗粒
症状,咳嗽
症状,气急
症状,心悸
症状,畏寒
症状,休克
症状,胸痛
症状,紫绀
症状,高热
科室,呼吸内科
科室,内科
检查,血常规
检查,血常规
检查,血常规
检查,血红蛋白
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,手术治疗
食物,五丝白菜卷
食物,香菇扒小白菜
食物,白菜蛋花粥
食物,烟肉白菜粥
食物,圆肉腐竹红枣白菜汤
食物,桔汁白菜
食物,土豆丝拌白菜
食物,炝圆白菜
食物,海蟹
食物,海虾
食物,海螺
食物,海参
食物,鹿肉
食物,鸡肝
食物,杏仁
食物,松子仁
药物,阿莫西林克拉维酸钾片
药物,盐酸克林霉素棕榈酸酯分散片
药物,4:1分散片
药物,甲硝唑维B6片
药物,金荞麦片
药物,回生甘露丸
药物,桉柠蒎肠溶软胶囊
药物,清肺十八味丸
药物,盐酸克林霉素胶囊
药物,8:1
药物,4:1
药物,盐酸克林霉素棕榈酸酯分散片
药物,金荞麦片
症状,贫血
症状,脓肿
症状,咳嗽
症状,消瘦
症状,气急
症状,咳痰
症状,毒血症
症状,高热
症状,乏力
症状,胸痛
症状,脓痰
症状,畏寒
科室,呼吸内科
科室,内科
检查,涂片
检查,痰培养
检查,体位
检查,纤维支气管镜检查
检查,支气管造影
检查,氧分压
检查,血氧饱和度
治疗方式,药物治疗
治疗方式,支持性治疗
食物,肉卤鸡蛋
食物,豆苗炒鸡蛋
食物,鸡蛋豆腐汤
食物,首乌煮鸡蛋
食物,鸡蛋家常饼
食物,桂圆鸡蛋汤
食物,糖醋鸡蛋
食物,芥菜鸡蛋汤
食物,螃蟹
食物,海蟹
食物,海虾
食物,羊肉(后腿)
食物,鸡肝
食物,杏仁
食物,松子仁
食物,花生
药物,螺内酯片
药物,氨茶碱片
药物,布美他尼注射液
药物,呋塞米片
药物,硝酸异山梨酯喷雾剂
药物,茶新那敏片
药物,甘氨酸茶碱钠缓释片
药物,呋塞米片
药物,螺内酯片
症状,脑脓肿
症状,硬化
症状,无尿
症状,昏迷
症状,心肌梗死
症状,水肿
症状,休克
症状,败血症
症状,失眠
症状,气胸
症状,咳嗽
症状,疲乏
症状,端坐呼吸
症状,冷汗
症状,哮鸣音
症状,麻痹
症状,腹胀
症状,心悸
症状,发绀
症状,寒战
症状,胸闷
症状,神志不清
症状,惊厥
症状,恶心
症状,充血
症状,高血压
症状,三凹征
症状,C
症状,腹痛
症状,胸痛
症状,头痛
症状,左心衰竭
症状,高热
科室,呼吸内科
科室,内科
检查,尿常规
检查,氧分压
治疗方式,药物治疗
治疗方式,支持性治疗
食物,奶汤锅子鱼
食物,五丝白菜卷
食物,玉竹白菜
食物,冬菇烧白菜
食物,板栗烧白菜
食物,白菜姜葱汤
食物,芥末拌白菜
食物,椒盐白菜
食物,海蟹
食物,海虾
食物,狗肉
食物,鱼腥草
食物,鹿肉
食物,鸡肝
食物,杏仁
食物,松子仁
药物,福多司坦颗粒
药物,盐酸金刚烷胺糖浆
药物,盐酸金刚烷胺糖浆
药物,福多司坦颗粒
症状,咳嗽
症状,恶心
症状,充血
症状,水肿
症状,血管炎
症状,高热
症状,咽痛
症状,乏力
症状,腹泻
症状,胸闷
症状,胸痛
症状,头痛
症状,干咳
症状,溃疡
症状,畏寒
科室,呼吸内科
科室,内科
检查,淋巴细胞
检查,淋巴细胞
检查,淋巴细胞
检查,血小板减少
检查,T淋巴细胞亚群
检查,胸部CT检查
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,外科治疗
食物,番茄鸡蛋煎饼
食物,番茄菠萝汁
食物,番茄黄瓜汁
食物,番茄青豆汤
食物,番茄洋葱芹菜汁
食物,番茄汁
食物,西芹洋葱黄豆番茄汤
食物,拔丝番茄
食物,海蟹
食物,海虾
食物,狗肉
食物,鱼腥草
食物,鹿肉
食物,蜂蜜
食物,鸡肝
食物,芝麻
药物,肝素钠注射液
药物,注射用尿激酶
药物,注射用过氧化碳酰胺
药物,低分子量肝素钠注射液
药物,注射用降纤酶
药物,肝素钙注射液
药物,注射用盐酸罂粟碱
药物,注射用盐酸罂粟碱
药物,肝素钠注射液
症状,焦虑
症状,紫绀
症状,休克
症状,胸痛
症状,哮鸣音
症状,高热
科室,呼吸内科
科室,内科
检查,心电图
治疗方式,药物治疗
治疗方式,支持性治疗
食物,豌豆绿豆粥
食物,酱泥鳅
食物,赤小豆粥
食物,酱兔肉
食物,柏子仁鸡心
食物,银耳瘦肉羹
食物,西葫芦饺
食物,蚕豆粥
食物,杏仁
食物,腐竹
食物,白扁豆
食物,猪油（板油）
食物,鸭肉
食物,鸡心
食物,腰果
食物,松子仁
药物,头孢克洛颗粒
药物,头孢克肟颗粒
药物,氨溴特罗口服溶液
药物,加替沙星分散片
药物,阿奇霉素颗粒
药物,罗红霉素分散片
药物,通宣理肺丸
药物,头孢丙烯分散片
药物,养阴清肺丸
药物,阿奇霉素片
药物,肺力咳合剂
药物,阿奇霉素干混悬剂
药物,蛇胆川贝液
药物,罗红霉素软胶囊
药物,阿莫西林胶囊
药物,盐酸克林霉素棕榈酸酯分散片
药物,克拉霉素分散片
药物,雪梨膏
药物,依托红霉素混悬液
药物,阿莫西林颗粒
药物,头孢丙烯分散片
药物,头孢克肟颗粒
症状,急腹症
症状,昏迷
症状,低热
症状,咳嗽
症状,腹泻
症状,嗜睡
症状,腹胀
症状,寒战
症状,干咳
症状,紫绀
症状,恶心
症状,充血
症状,咳痰
症状,毒血症
症状,腹痛
症状,胸痛
症状,头痛
症状,疱疹
症状,高热
科室,呼吸内科
科室,内科
检查,血常规
检查,氧分压
检查,胸部CT检查
治疗方式,手术治疗
治疗方式,支持性治疗
食物,番茄鸡蛋煎饼
食物,双菇番茄黄瓜紫菜汤
食物,番茄芦笋紫菜汤
食物,干贝番茄汤
食物,翠衣番茄豆腐汤
食物,番茄煮牛肉
食物,番茄马蹄(2)
食物,草菇熘番茄
食物,白酒
食物,杏仁
食物,腐竹
食物,海蟹
食物,鸭肉
食物,腰果
食物,松子仁
食物,莲子
药物,复方斑蝥胶囊
药物,盐酸埃克替尼片
药物,紫龙金片
药物,康艾扶正胶囊
药物,西黄丸
药物,消癌平胶囊
药物,消癌平口服液
药物,消癌平片
药物,化癥回生口服液
药物,回生口服液
药物,转移因子口服溶液
药物,复方万年青胶囊
药物,注射用胸腺五肽
药物,消癌平糖浆
药物,清肺散结丸
药物,威麦宁胶囊
药物,康莱特软胶囊
药物,槐耳颗粒
药物,甘露聚糖肽胶囊
药物,威麦宁胶囊
药物,紫龙金片
症状,咳嗽
症状,膈麻痹
症状,气急
症状,结节
症状,胸痛
症状,干咳
科室,肿瘤内科
科室,肿瘤科
治疗方式,康复治疗
治疗方式,支持性治疗
治疗方式,手术治疗
食物,银耳羹
食物,杏仁豆腐
食物,杂粮粥
食物,蔬菜杂烩粥
食物,小麦粥
食物,瓜粒杂锦汤
食物,绿豆南瓜汤
食物,冬瓜粒杂锦汤
食物,啤酒
食物,白酒
食物,杏仁
食物,油豆腐
食物,鸭肉
食物,腰果
食物,松子仁
食物,莲子
症状,胸闷
症状,胸痛
症状,气短
科室,呼吸内科
科室,内科
检查,支气管造影
治疗方式,药物治疗
治疗方式,支持治疗
药物,注射用米卡芬净钠
药物,盐酸伊曲康唑胶囊
药物,大蒜素软胶囊
药物,伏立康唑片
药物,伊曲康唑颗粒
药物,注射用两性霉素B
药物,盐酸伊曲康唑胶囊
药物,伏立康唑片
症状,结节
症状,低热
科室,呼吸内科
科室,内科
检查,涂片
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,放射治疗
治疗方式,化疗
治疗方式,靶向药物治疗
治疗方式,消融
治疗方式,粒子植入
食物,紫米薏仁粥
食物,黑豆牡蛎粥
食物,白果莲子粥
食物,拌菜花
食物,大麦汤
食物,豌豆绿豆粥
食物,炒苋菜
食物,素炒菠菜
食物,杏仁
食物,腐竹
食物,白扁豆
食物,猪油（板油）
食物,鸡肉
食物,芝麻
食物,腰果
食物,甜杏仁
药物,复方斑蝥胶囊
药物,盐酸埃克替尼片
药物,紫龙金片
药物,康艾扶正胶囊
药物,西黄丸
药物,消癌平胶囊
药物,消癌平口服液
药物,消癌平片
药物,化癥回生口服液
药物,回生口服液
药物,转移因子口服溶液
药物,复方万年青胶囊
药物,注射用胸腺五肽
药物,消癌平糖浆
药物,清肺散结丸
药物,威麦宁胶囊
药物,康莱特软胶囊
药物,槐耳颗粒
药物,甘露聚糖肽胶囊
药物,威麦宁胶囊
药物,紫龙金片
症状,神经痛
症状,咳嗽
症状,水肿
症状,胸闷
症状,胸痛
症状,干咳
症状,臂痛
症状,麻痹
科室,肿瘤内科
科室,肿瘤科
检查,免疫组化检查
检查,肿瘤标志物检测
检查,CT检查
治疗方式,药物治疗
治疗方式,支持性治疗
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,二十五味绿绒蒿丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,季德胜蛇药片
药物,注射用硫代硫酸钠
药物,秘诀清凉散
药物,地塞米松磷酸钠注射液
药物,盐酸利多卡因注射液
药物,注射用鼠神经生长因子
药物,仁青芒觉
药物,季德胜蛇药片
症状,虚脱
症状,骨痛
症状,贫血
症状,尿蛋白
症状,水肿
症状,休克
症状,糖尿
症状,肾结石
症状,咳嗽
症状,无力
症状,腹泻
症状,咽痛
症状,乏力
症状,抽搐
症状,溃疡
症状,循环衰竭
症状,骨软化症
症状,恶心
症状,头晕
症状,蛋白尿
症状,心力衰竭
症状,高血压
症状,腹痛
症状,头痛
科室,急诊科
检查,尿镉
检查,尿镉
治疗方式,对症治疗
治疗方式,中医治疗
治疗方式,支持性治疗
食物,醋熘土豆丝
食物,姜丝萝卜汤
食物,葱蒜粥
食物,香椿芽粥
食物,凉拌香椿
食物,薏米莲子粥
食物,绿豆薏米饭
食物,赤小豆粥
食物,白扁豆
食物,咸鱼
食物,油条
食物,猪油（板油）
食物,鸡蛋
食物,鹌鹑蛋
食物,芝麻
食物,南瓜子仁
药物,复方氨酚烷胺片
药物,蒲公英颗粒
药物,复方薄荷脑软膏
药物,通宣理肺丸
药物,云香精
药物,小儿咳喘灵口服液
药物,对乙酰氨基酚栓
药物,复方薄荷脑鼻用吸入剂
药物,热炎宁颗粒
药物,复方金银花颗粒
药物,酚咖片
药物,蛇胆川贝液
药物,胸腺肽肠溶片
药物,治咳川贝枇杷露
药物,一清胶囊
药物,小儿双清颗粒
